0,0.017582,0.110101
3,0.017836,0.114035
6,0.018931,0.128628
9,0.017856,0.114897
12,0.018591,0.121415
15,0.018113,0.117233
18,0.017915,0.113416
21,0.018868,0.126171
24,0.019349,0.131220
27,0.018929,0.128671
30,0.020592,0.151519
33,0.018894,0.127471
36,0.018549,0.123357
39,0.019362,0.132132
42,0.018724,0.124626
0,0.018123,0.117321
3,0.017556,0.109984
6,0.017499,0.109211
9,0.018814,0.125193
12,0.018006,0.116310
15,0.019985,0.144296
18,0.017828,0.112672
21,0.018642,0.123337
24,0.018814,0.125229
27,0.018984,0.129140
30,0.017959,0.114152
33,0.018894,0.126525
36,0.019766,0.138927
39,0.018253,0.119982
42,0.018848,0.126535
0,0.017648,0.110342
3,0.018191,0.117037
6,0.018434,0.122116
9,0.017973,0.114449
12,0.017974,0.115667
15,0.019126,0.131359
18,0.019365,0.132508
21,0.018404,0.121872
24,0.019007,0.129276
27,0.019813,0.140594
30,0.018179,0.118565
33,0.019865,0.139969
36,0.019951,0.138838
39,0.019498,0.136059
42,0.019328,0.133308
0,0.018672,0.124949
3,0.018042,0.115901
6,0.018398,0.120311
9,0.018157,0.118031
12,0.018118,0.116869
15,0.018162,0.117170
18,0.018658,0.124423
21,0.019499,0.135358
24,0.017886,0.115016
27,0.019353,0.131645
30,0.018308,0.118547
33,0.018797,0.127103
36,0.019712,0.136157
39,0.018534,0.122737
42,0.019180,0.131190
0,0.017478,0.109446
3,0.018333,0.120291
6,0.018074,0.116073
9,0.017765,0.111569
12,0.018099,0.117562
15,0.018650,0.126746
18,0.019268,0.133596
21,0.018867,0.127152
24,0.019226,0.132625
27,0.019176,0.129930
30,0.019147,0.131590
33,0.020817,0.154798
36,0.018438,0.122687
39,0.020202,0.145902
42,0.019922,0.140981
0,0.017920,0.114221
3,0.018621,0.123739
6,0.018762,0.123765
9,0.017918,0.114506
12,0.018031,0.116111
15,0.018649,0.122473
18,0.017791,0.114985
21,0.018901,0.125698
24,0.018187,0.117484
27,0.018411,0.120186
30,0.018861,0.128015
33,0.019973,0.141429
36,0.018936,0.128580
39,0.019842,0.141811
42,0.019331,0.134204
0,0.018132,0.116800
3,0.017914,0.114239
6,0.018372,0.120203
9,0.017892,0.115304
12,0.018771,0.125602
15,0.017930,0.115364
18,0.018273,0.119625
21,0.018105,0.117001
24,0.017929,0.115401
27,0.018303,0.119730
30,0.019006,0.128444
33,0.019593,0.136117
36,0.019626,0.138282
39,0.019633,0.136166
42,0.020074,0.143692
0,0.017754,0.114059
3,0.018286,0.119417
6,0.018458,0.118968
9,0.017653,0.110171
12,0.019034,0.128820
15,0.018408,0.120684
18,0.019109,0.128906
21,0.018451,0.119937
24,0.018644,0.123120
27,0.018616,0.122956
30,0.019294,0.133643
33,0.019525,0.133809
36,0.018667,0.124937
39,0.018971,0.127103
42,0.019538,0.136173
0,0.018214,0.116625
3,0.017562,0.110290
6,0.017679,0.111901
9,0.017731,0.110491
12,0.017931,0.112603
15,0.018623,0.122486
18,0.018494,0.123005
21,0.020745,0.151447
24,0.018062,0.116656
27,0.019019,0.129022
30,0.019273,0.131897
33,0.019025,0.128487
36,0.019130,0.128903
39,0.019395,0.133984
42,0.018326,0.119311
0,0.018211,0.117311
3,0.018290,0.118506
6,0.018203,0.118763
9,0.018206,0.117901
12,0.018437,0.121139
15,0.018915,0.129058
18,0.018431,0.121382
21,0.019057,0.128398
24,0.018191,0.117364
27,0.018921,0.127811
30,0.018711,0.124603
33,0.019590,0.136083
