0,0.070110
1,0.113916
2,0.083273
3,0.406914
4,0.308063
5,0.308950
6,0.354983
7,0.581439
8,0.468590
9,0.641043
10,0.650137
11,0.521356
12,0.475882
13,0.543011
14,0.694641
15,0.533808
16,0.518415
17,0.533821
18,0.534021
19,0.543453
20,0.634047
21,0.464849
0,0.075120
1,0.153532
2,0.199923
3,0.258830
4,0.385584
5,0.388998
6,0.656052
7,0.378017
8,0.784975
9,0.496154
10,0.613795
11,0.478616
12,0.649313
13,0.407520
14,0.539018
15,0.641000
16,0.436133
17,0.540059
18,0.563099
19,0.554487
20,0.561089
21,0.717566
0,0.112737
1,0.309688
2,0.187642
3,0.312032
4,0.206004
5,0.306124
6,0.350909
7,0.538921
8,0.358432
9,0.529361
10,0.518481
11,0.464987
12,0.605163
13,0.461728
14,0.429417
15,0.608322
16,0.520791
17,0.563988
18,0.488289
19,0.660710
20,0.543597
21,0.527291
0,0.075488
1,0.107413
2,0.273138
3,0.279581
4,0.359093
5,0.520580
6,0.389164
7,0.428736
8,0.502277
9,0.522077
10,0.512972
11,0.398805
12,0.577116
13,0.475406
14,0.430800
15,0.507014
16,0.579996
17,0.604524
18,0.554916
19,0.654617
20,0.546113
21,0.357180
0,0.057102
1,0.156426
2,0.111074
3,0.329025
4,0.494404
5,0.385747
6,0.384693
7,0.521645
8,0.679227
9,0.402162
10,0.484373
11,0.382136
12,0.413454
13,0.543536
14,0.561570
15,0.382621
16,0.626363
17,0.598402
18,0.424882
19,0.559096
20,0.633321
21,0.491577
0,0.086624
1,0.235376
2,0.294683
3,0.345100
4,0.471596
5,0.447655
6,0.284628
7,0.473473
8,0.434294
9,0.491048
10,0.362774
11,0.415430
12,0.574914
13,0.519091
14,0.487215
15,0.477489
16,0.563286
17,0.526320
18,0.503406
19,0.592313
20,0.532645
21,0.654046
0,0.093543
1,0.080972
2,0.318947
3,0.245289
4,0.391303
5,0.534661
6,0.495230
7,0.452472
8,0.320683
9,0.418820
10,0.570845
11,0.471994
12,0.477346
13,0.688286
14,0.526961
15,0.602018
16,0.548838
17,0.494921
18,0.656020
19,0.552311
20,0.645767
21,0.616783
0,0.168744
1,0.139390
2,0.256536
3,0.377924
4,0.382355
5,0.606961
6,0.335584
7,0.268443
8,0.497768
9,0.505813
10,0.526759
11,0.585116
12,0.526504
13,0.477819
14,0.582184
15,0.618398
16,0.635300
17,0.495305
18,0.518016
19,0.557554
20,0.580671
21,0.698599
0,0.070728
1,0.274911
2,0.147436
3,0.319700
4,0.312306
5,0.424573
6,0.496342
7,0.373190
8,0.498322
9,0.394806
10,0.648211
11,0.580003
12,0.678481
13,0.498670
14,0.565833
15,0.506617
16,0.664009
17,0.374328
18,0.555900
19,0.486280
20,0.595309
21,0.546736
0,0.110843
1,0.170015
2,0.201523
3,0.213355
4,0.481696
5,0.320243
6,0.510912
7,0.425245
8,0.505811
9,0.496977
10,0.465717
11,0.347799
12,0.372715
13,0.420920
14,0.552006
15,0.530342
16,0.513015
17,0.528409
18,0.443422
19,0.413904
20,0.560012
21,0.453383
0,0.144440
1,0.152433
2,0.394605
3,0.257370
4,0.397879
5,0.396719
6,0.472400
7,0.420763
8,0.453669
9,0.468159
10,0.600046
11,0.509861
12,0.768081
13,0.485298
14,0.759953
15,0.480916
16,0.639550
17,0.478024
18,0.507899
19,0.469746
20,0.695452
21,0.547700
0,0.083022
1,0.166490
2,0.281501
3,0.374159
4,0.415856
5,0.317008
6,0.355994
7,0.459302
8,0.378079
9,0.402967
10,0.478132
11,0.535588
12,0.504682
13,0.291526
14,0.396212
15,0.757231
16,0.544771
17,0.467392
18,0.598078
19,0.569337
20,0.479416
21,0.493309
0,0.078507
1,0.184563
2,0.380286
